quality,count,bpp,psnr,msssim
1,1000,0.11704189128200214,27.612656028845823,0.7049421256780625
2,1000,0.16716004990988306,28.453276118182313,0.7425674751102924
3,1000,0.25908380514462787,29.544982723947548,0.7872312918007374
4,1000,0.47135166653421184,29.534721962341433,0.8264725279510021
5,1000,0.6673513749424617,29.918104078081072,0.8572167699933052
6,1000,0.9854461895314853,31.36162923074122,0.8870061168968677
