quality,count,bpp,psnr,msssim
1,1000,0.11757945890598828,28.1785087464374,0.7074352658987045
2,1000,0.1902760017938084,29.169743993676615,0.7448480778038502
3,1000,0.2903228123264842,30.359877109579347,0.7919364136755467
4,1000,0.45957670100662446,31.258109910290635,0.8310422199368477
5,1000,0.8137887704457177,31.55412988688653,0.8640908918976784
6,1000,1.3263110504187479,32.39937901727331,0.891260686635971
7,1000,1.77637990702947,32.17756016612042,0.9125860273838043
8,1000,2.4141425684769953,31.100735671034794,0.921862287580967
